source,targets,category
"Nor sell the covenant of Allah for a miserable price: for with Allah is (a prize) far better for you, if ye only knew.","و پیمان خدا را به بهایی اندک نفروشید؛ زیرا آنچه نزد خداست، برای شما بهتر است، اگر بدانید [که ارزش وفای به پیمان خدا قابل مقایسه با همه دنیا نیست.]",quran
"And she said, These six measures of barley gave he me; for he said to me, Go not empty unto thy mother in law.",پس آن ولی به بوعز گفت: «آن را برای خود بخر.» و کفش خود را بیرون کرد.,bible
"Say: ""See ye?- If your stream be some morning lost (in the underground earth), who then can supply you with clear-flowing water?""","بگو: به من خبر دهید اگر آب مورد بهره برداری شما [چون آب رودها، چشمه‌ها، سدها و چاه‌ها] در زمین فرو رود [تا آنجا که از دسترس شما خارج گردد] پس کیست که برایتان آب روان و گوارا بیاورد؟!",quran
"And finding disciples, we tarried there seven days: who said to Paul through the Spirit, that he should not go up to Jerusalem.","وهنگامی که خون شهید تو استیفان را می‌ریختند، من نیز ایستاده، رضا بدان دادم و جامه های قاتلان او را نگاه می‌داشتم.""",bible
And he clung to this piece of wreckage in desperation.,و بی‌درنگ با نیروی نومیدی در این کشتی شکسته چنگ زد.,mizan
Why?,چرا؟,mizan
"So when ye have accomplished your holy rites, celebrate the praises of Allah, as ye used to celebrate the praises of your fathers,- yea, with far more Heart and soul. There are men who say: ""Our Lord! Give us (Thy bounties) in this world!"" but they will have no portion in the Hereafter.","پس هنگامی که مناسک [حجتان] را انجام دادید، پس خدا را آن گونه که پدرانتان را یاد می‌کنید یا بهتر و بیشتر از آن یاد کنید. پس گروهی از مردم [کوتاه فکر] می‌گویند: پروردگارا! به ما در دنیا [کالای زندگی] عطا کن. و آنان را در آخرت هیچ بهره‌ای نیست.",quran
"And among His Signs is the creation of the heavens and the earth, and the variations in your languages and your colours: verily in that are Signs for those who know.","و از نشانه‌های [قدرت و ربوبیت] او آفرینش آسمان‌ها وزمین و اختلاف و گوناگونی زبان‌ها و رنگ‌های شماست؛ بی تردید در این [واقعیات] نشانه هایی است برای دانایان،",quran
"Without adding, ""So please Allah!"" and call thy Lord to mind when thou forgettest, and say, ""I hope that my Lord will guide me ever closer (even) than this to the right road.""","مگر اینکه [بگویی: اگر] خدا بخواهد. و هرگاه [گفتن ان شاءالله را] از یاد بردی، پروردگات را یاد کن و بگو: امید است پروردگارم مرا به چیزی که از این به صواب و مصلحت نزدیک‌تر باشد، راهنمایی کند.",quran
"In my distress I called upon the LORD, and cried unto my God: he heard my voice out of his temple, and my cry came before him, even into his ears.",زیراقوم مظلوم را خواهی رهانید و چشمان متکبران را به زیر خواهی انداخت.,bible
"They shall come with weeping, and with supplications will I lead them: I will cause them to walk by the rivers of waters in a straight way, wherein they shall not stumble: for I am a father to Israel, and Ephraim is my firstborn.",یهوه می‌گوید: «اینک ایامی می‌آید که این شهر از برج حننئیل تا دروازه زاویه بنا خواهدشد.,bible
"Yes, he said bitterly, I understand little boys.","به تلخی گفت: بله، من پسرهای کوچولو رو درک می‌کنم. """,mizan
The LORD executeth righteousness and judgment for all that are oppressed.,از عتاب تو می‌گریزند. از آواز رعدتو پراکنده می‌شوند.,bible
Three days and nights of toil and hunger in the cave were not to be shaken off at once,سه روز و سه شب تقلا و گرسنگی در غاز چیزی بود که به این زودی از بین نمی‌رفت.,mizan
But he was not called on to go so far.,اما نیازی به چنین کار نیفتاد,mizan
"'I so far agree with what Miss Trotwood has remarked,'",من با بانو تراتوود تا اینجا موافق هستم,mizan
"right, you've got a crooked sort of cross''",یه چیزی شبیه یه صلی به …,mizan
Being justified freely by his grace through the redemption that is in Christ Jesus:,"پس چونکه در موت او تعمید یافتیم، با او دفن شدیم تا آنکه به همین قسمی که مسیح به جلال پدر از مردگان برخاست، ما نیز در تازگی حیات رفتار نماییم.",bible
"Or have they a ladder, by which they can (climb up to heaven and) listen (to its secrets)? Then let (such a) listener of theirs produce a manifest proof.",یا برای آنان نردبانی است که [بر آن برشوند و] در آن خبرهای غیبی را بشنوند؟ پس باید شنونده‌اش دلیلی آشکار [بر ادعایش] بیاورد؟,quran
"""Then will I assault them from before them and behind them, from their right and their left: Nor wilt thou find, in most of them, gratitude (for thy mercies).""",سپس از پیش رو و پشت سر و از طرف راست و از جانب چپشان بر آنان می‌تازم و [تا جایی آنان را دچار وسوسه و اغواگری می‌کنم که] بیشترشان را سپاس گزار نخواهی یافت.,quran
for one thing he wouldn't trust the CIA as far as he could spit,او به سیا مانند کلهٔ خودش اعتماد داشت,mizan
